remoteId,published,modified,Titolo,Descrizione,"Tipologia di luogo",lat,lon,address,Immagine,Comune,Tags,"Leggi le informazioni dettagliate"
01228bcdc86f3f084d0fd4e70325731e,2012-02-27T09:45:37+01:00,2013-04-30T12:05:17+02:00,"Parco delle Terme di Levico","Parco storico e monumentale, simbolo di Levico Terme, offre una rara varietà di specie arboree e tanti eventi.","Parchi e orti botanici",46.001019,11.331713,,/var/comunitavalsuganaebersntol/storage/images/archivio-generale/parco-delle-terme-di-levico/205403-461-ita-IT/Parco-delle-Terme-di-Levico.jpg,"Comune di Levico Terme",,http://www.visittrentino.it/it/cosa_fare/da_vedere/risultati?st=Natura&stt=Parchi+e+orti+botanici&daVedereType=daVedere.categoria.1&daVedereSubType=daVedere.natura.categorieRicerca.13|VisitTrentino
60cf5620e63fffe9cc64b001a63645fd,2012-02-27T09:51:41+01:00,2013-04-30T12:06:14+02:00,"Piscina comunale di Pergine","Caratteristiche: Parcheggio - Spogliatoi - Docce - Servizi Igienici - Bar - Corsi/Lezioni",Piscina,46.06174,11.23696,,/var/comunitavalsuganaebersntol/storage/images/archivio-generale/piscina-comunale-di-pergine/205587-662-ita-IT/Piscina-comunale-di-Pergine.jpg,"Comune di Pergine Valsugana","Piscine,Centri Acquatici",http://www.visittrentino.it/it/cosa_fare/sport/risultati?st=Sport+-+Strutture&stt=Piscine%2FCentri+Acquatici&sportType=sport.categoria.1&sportSubType=sport.categorieRicerca.16|VisitTrentino
caefdb4ba2fa124263f59ccaae526bda,2012-02-27T10:00:08+01:00,2012-11-28T12:28:09+01:00,"C.N. Caldonazzo sezione Canoa",,Canoa/Kayak,0,0,,/var/comunitavalsuganaebersntol/storage/images/archivio-generale/c.n.-caldonazzo-sezione-canoa/205659-13-ita-IT/C.N.-Caldonazzo-sezione-Canoa.jpg,,"Canoa,Kayak",http://www.visittrentino.it/it/cosa_fare/sport/risultati?st=Sport+-+Strutture&stt=Canoa%2FKayak&sportType=sport.categoria.1&sportSubType=sport.categorieRicerca.8|VisitTrentino
7f7c38a337826326f6303f9224e513dc,2012-02-27T10:01:11+01:00,2013-04-30T12:08:01+02:00,"Monte Slimber - Sasso Rosso","Entusiasmante e panoramico itinerario ad anello con discese molto divertenti.","Sci alpinismo / Sci Escursionismo",46.137438,11.367967,,/var/comunitavalsuganaebersntol/storage/images/archivio-generale/monte-slimber-sasso-rosso/205771-658-ita-IT/Monte-Slimber-Sasso-Rosso.jpg,"Comune di Palù del Fersina","Scialpinismo,Sci Escursionismo",http://www.visittrentino.it/it/cosa_fare/sport/risultati?st=Sport+-+Percorsi&stt=Scialpinismo%2FSci+Escursionismo&sportType=sport.categoria.0&sportSubType=sport.categorieRicerca.35|VisitTrentino
1b9cbc775604360a6051050020a3df2a,2012-02-27T10:01:37+01:00,2013-04-30T12:19:12+02:00,,"Si tratta di un percorso classico della Val dei Mocheni grazie alla facile percorribilità ed ai bei panorami che si godono dalla cima del Sasso Rosso.",Trekking,46.137438,11.367967,,/var/comunitavalsuganaebersntol/storage/images/archivio-generale/node_12715/205907-1275-ita-IT/immagine.jpg,"Comune di Palù del Fersina",Trekking,http://www.visittrentino.it/it/cosa_fare/sport/risultati?st=Sport+-+Percorsi&stt=Trekking&sportType=sport.categoria.0&sportSubType=sport.categorieRicerca.3|VisitTrentino
592bdd5f5309c24d1206fb265484353b,2012-02-27T10:01:51+01:00,2013-04-30T12:10:06+02:00,"Cima Brenta - Scivolo Massari","Spettacolare e tecnico percorso sci-alpinistico attraverso il lungo vallone Massari, situato tra Cima Mandron e Punta Massari-Campanili di Kiene.","Sci alpinismo / Sci Escursionismo",46.137438,11.367967,,/var/comunitavalsuganaebersntol/storage/images/archivio-generale/cima-brenta-scivolo-massari/205995-491-ita-IT/Cima-Brenta-Scivolo-Massari.jpg,"Comune di Palù del Fersina","Scialpinismo,Sci Escursionismo",http://www.visittrentino.it/it/cosa_fare/sport/risultati?st=Sport+-+Percorsi&stt=Scialpinismo%2FSci+Escursionismo&sportType=sport.categoria.0&sportSubType=sport.categorieRicerca.35|VisitTrentino
4f9339bf071176bc8bf8ca603ea8234d,2012-02-27T15:10:38+01:00,2013-04-30T12:11:27+02:00,"Campo di tiro - Ice Rink Miola",,"Tiro con l'arco",46.131489,11.246595,,/var/comunitavalsuganaebersntol/storage/images/archivio-generale/campo-di-tiro-ice-rink-miola/206215-510-ita-IT/Campo-di-tiro-Ice-Rink-Miola.jpg,"Comune di Baselga di Pinè","Tiro con l'arco",http://www.visittrentino.it/it/cosa_fare/sport/risultati?st=Sport+-+Strutture&stt=Tiro+con+l%27arco&sportType=sport.categoria.1&sportSubType=sport.categorieRicerca.19|VisitTrentino
47305a18e02493c013bbfd31fa3176d6,2012-02-27T15:10:39+01:00,2013-04-30T12:11:23+02:00,"Campo di tiro - FITA Baselga del Bondone",,"Tiro con l'arco",46.131489,11.246595,,/var/comunitavalsuganaebersntol/storage/images/archivio-generale/campo-di-tiro-fita-baselga-del-bondone/206239-508-ita-IT/Campo-di-tiro-FITA-Baselga-del-Bondone.jpg,"Comune di Baselga di Pinè","Tiro con l'arco",http://www.visittrentino.it/it/cosa_fare/sport/risultati?st=Sport+-+Strutture&stt=Tiro+con+l%27arco&sportType=sport.categoria.1&sportSubType=sport.categorieRicerca.19|VisitTrentino
0900d894e2f9720a5359c29ddf696c85,2012-02-27T15:12:06+01:00,2012-10-24T16:49:06+02:00,"Dosso di Costalta da Passo Redebus","Raggiungere il Passo Redebus (1453m) attraverso la Val dei Mocheni, salendo da Pergine Valsugana oppure dall'Altipiano di Pinè.",Trekking,46.01423,11.29662,,/var/comunitavalsuganaebersntol/storage/images/archivio-generale/dosso-di-costalta-da-passo-redebus/206567-331-ita-IT/Dosso-di-Costalta-da-Passo-Redebus.jpg,,Trekking,http://www.visittrentino.it/it/cosa_fare/sport/risultati?st=Sport+-+Percorsi&stt=Trekking&sportType=sport.categoria.0&sportSubType=sport.categorieRicerca.3|VisitTrentino
a124222f53232596b285a5f2bcb4a29b,2012-02-27T15:12:20+01:00,2013-04-30T12:19:31+02:00,"Trekking al Lago delle Stellune","Il settore centro-occidentale del Gruppo del Lagorai è contraddistinto da una serie di interessantissimi percorsi di alta quota che attraversano il massiccio.",Trekking,46.001019,11.331713,,/var/comunitavalsuganaebersntol/storage/images/archivio-generale/trekking-al-lago-delle-stellune/206623-459-ita-IT/Trekking-al-Lago-delle-Stellune.jpg,"Comune di Levico Terme",Trekking,http://www.visittrentino.it/it/cosa_fare/sport/risultati?st=Sport+-+Percorsi&stt=Trekking&sportType=sport.categoria.0&sportSubType=sport.categorieRicerca.3|VisitTrentino
